web_scraper_order,web_scraper_start_url,container_links,details,prix,adresse,image_lien
"1771533423-345","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-3373808","Pigeon voyageur prix négociable","10 000 CFA","Ouest Foire, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3373808_uploaded_image1_1633618269.jpg)"
"1771533426-346","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-3373811","Pigeon voyageur av prix légèrement discutable","10 000 CFA","Ouest Foire, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3373811_uploaded_image1_1633618398.jpg)"
"1771533430-347","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahman-hermine-cochin-blanc-3374652","Poussins brahman herminé et cochin blanc standard à vendre","Prix sur demande","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3374652_uploaded_image1_1633650923.jpg)"
"1771533434-348","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-bouvreuils-3378491","Je vends 7 pigeons bouvreuils dont 3 couples et un seul le lots de 7 et a 75000 par couple c’est a 22000
adresse : à keur ndiaye lo à côté de rufisque juste après le elton","22 000 CFA","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3378491_uploaded_image1_1633862943.jpg)"
"1771533438-349","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-pondeuses-3379737","Je besoin d'argent urgent c'est pour cela je voulais l vendre je pas de choix quantité 670poulet sont disponible","2 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3379737_uploaded_image1_1633947290.jpg)"
"1771533445-350","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-laince-3380877","","Prix sur demande","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3380877_uploaded_image1_1633980647.jpg)"
"1771533449-351","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3382693","","Prix sur demande","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3382693_uploaded_image1_1634069396.jpg)"
"1771533453-352","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahor-3382710","Tout les pigeons de race","65 000 CFA","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3382710_uploaded_image1_1634069766.jpg)"
"1771533456-353","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-3394674","","2 500 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3394674_uploaded_image1_1634723623.jpg)"
"1771533460-354","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-3404905","Soukhali thiouth votre société qui vous accompagne pour vos élevages de poulets de chairs
nous avons des poussins coq jaune de brazil mais aussi des poulets de bonne qualité et poids exceptionnel
faites vos commandes et des cadeaux seront offerts","Prix sur demande","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3404905_uploaded_image1_1635261146.jpg)"
"1771533466-355","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3405195","","35 000 CFA","Ouakam, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3405195_uploaded_image1_1635268881.jpg)"
"1771533470-356","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-bouvreuil-archangel-3414593","jeune et adulte disponible 
négociable","40 000 CFA","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3414593_uploaded_image1_1635789344.jpg)"
"1771533473-357","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-cauchois-3414597","Jeune et adulte disponible 
négociable","100 000 CFA","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3414597_uploaded_image1_1635789492.jpg)"
"1771533477-358","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-texan-3414604","Jeune et adulte disponible 
négociable","60 000 CFA","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3414604_uploaded_image1_1635789687.jpg)"
"1771533481-359","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-femelle-mondain-3418994","","70 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3418994_uploaded_image1_1635954539.jpg)"
"1771533484-360","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-couple-cauchois-3418999","","70 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3418999_uploaded_image1_1635954718.jpg)"
"1771533487-361","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahma-couple-3426274","Couple poussin brahma pur sang","22 000 CFA","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3426274_uploaded_image1_1636309987.jpg)"
"1771533491-362","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3436083","Des mantons disponibles","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3436083_uploaded_image1_1636807309.jpg)"
"1771533494-363","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-3437255","J ai deux couple lapin av pour plus d info pv","35 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3437255_uploaded_image1_1636886889.jpg)"
"1771533504-364","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-femelle-orpington-3441502","","Prix sur demande","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3441502_uploaded_image1_1637127447.jpg)"
"1771533507-365","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-boulan-blanc-3441505","","Prix sur demande","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3441505_uploaded_image1_1637127613.jpg)"
"1771533511-366","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-3444824","Pigeon voyageur","17 000 CFA","Touba, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3444824_uploaded_image1_1637284415.jpg)"
"1771533517-367","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3447997","Liquidation des poules sa reste que 45 poules u  a 3000
de kl a bien entretenu","3 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3447997_uploaded_image1_1637496004.jpg)"
"1771533521-368","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3464191","Disponibilité toute les semaines","Prix sur demande","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3464191_uploaded_image1_1638448708.jpg)"
"1771533524-369","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3464218","Disponible tous les semaines","3 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3464218_uploaded_image1_1638449183.jpg)"
"1771533528-370","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-pigeons-cravate-3468974","","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3468974_uploaded_image1_1638651001.jpg)"
"1771533531-371","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-cou-nue-3473109","Ben bou nek 8000 cfa j'habite à bene barack 
mmor dieng élevage","16 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3473109_uploaded_image1_1638884949.jpg)"
"1771533536-372","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/jeune-male-brahma-3494983","","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3494983_uploaded_image1_1640242888.jpg)"
"1771533539-373","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-de-poule-brahma-3502325","","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3502325_uploaded_image1_1640848021.jpg)"
"1771533542-374","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-crimpan-3505148","","75 000 CFA","Diamalaye 1, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3505148_uploaded_image1_1641130075.jpg)"
"1771533546-375","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-bleue-hollandaise-3513806","Vente de poule et coq de race bleue hollandaise 5mois et demi prés à pondre","15 000 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3513806_uploaded_image1_1641562270.jpg)"
"1771533550-376","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-3520760","J vend des lapereaux âge déjà chèvré prix uniter 15 000 le tou a 40 milles des metise fauve encoura","40 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3520760_uploaded_image1_1641976763.jpg)"
"1771533553-377","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3521128","","Prix sur demande","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3521128_uploaded_image1_1641989046.jpg)"
"1771533556-378","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-angoura-3521996","Je vend dé lapereau angora, tous blancs à un prix imbattable.le pair à 15mill","15 000 CFA","HLM, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3521996_uploaded_image1_1642019964.jpg)"
"1771533560-379","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femelle-manteau-opale-3526942","Femelle manteau opale barre blanche","60 000 CFA","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3526942_uploaded_image1_1642346260.jpg)"
"1771533563-380","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-3527552","","Prix sur demande","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3527552_uploaded_image1_1642403544.jpg)"
"1771533567-381","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-3529776","Je vends des poulets de 1,5kg à 2kg sur pied et déjà abattu en gros ou détail","25 003 000 CFA","Grand Dakar, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3529776_uploaded_image1_1642526350.jpg)"
"1771533570-382","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-blanc-3530692","Jeunes males cochin blanc pur sang  à vendre.
faites vite!","Prix sur demande","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3530692_uploaded_image1_1642595027.jpg)"
"1771533573-383","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-coucou-3530700","Male cochin coucou de 4mois à vendre","Prix sur demande","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3530700_uploaded_image1_1642595156.jpg)"
"1771533577-384","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-lapins-3536316","","35 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3536316_uploaded_image1_1642949781.jpg)"
"1771533580-385","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-nains-3537679","","35 000 CFA","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3537679_uploaded_image1_1643058435.jpg)"
"1771533584-386","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahma-3543634","Poussins brahma couvés naturellement","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3543634_uploaded_image1_1643440137.jpg)"
"1771533587-387","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femelle-opal-rosa-3544071","Femelle opal rosa gros gabarit","35 000 CFA","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3544071_uploaded_image1_1643465628.jpg)"
"1771533590-388","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lot-de-3-pigeons-3544488","Je vend un lot de 3 pigeons dont 2 jeunes ecailles bagues et un male noir . il est possible d'acheter que le noir : 8500fcfa mais les 2 jeunes vont ensemble : 17000fcfa
merci.","25 000 CFA","Sipres, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3544488_uploaded_image1_1643489629.jpg)"
"1771533594-389","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3544759","Bonjour, je mets en vente mon lot de couple voyageur en bonne santé et très productif, il est possible de prendre à l'unité (7500)et par couple (15000)le lot acheter un ouvert. merci","45 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3544759_uploaded_image1_1643532462.jpg)"
