image_lien,nom,adresse,prix
https://sn.coinafrique.com/annonce/chiens/chien-rottweiller-2617202,Chien rottweiller,"Hann Bel-Air, Dakar, Sénégal",300000.0
https://sn.coinafrique.com/annonce/chiens/bichon-maltais-2614957,Bichon maltais,"Dieuppeul-Derklé, Dakar, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/husky-pure-race-2614016,Husky pure race,"Dakar Plateau, Dakar, Sénégal",450000.0
https://sn.coinafrique.com/annonce/chiens/chiots-bichon-2603812,Chiots Bichon,"Dieuppeul-Derklé, Dakar, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-2603171,Chiot Rottweiller,"Hann Bel-Air, Dakar, Sénégal",250000.0
https://sn.coinafrique.com/annonce/chiens/chiots-bichon-2603096,Chiots Bichon,"Dakar, Sénégal",200.0
https://sn.coinafrique.com/annonce/chiens/chiots-race-bichon-2601423,Chiots race Bichon,"Dieuppeul-Derklé, Dakar, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/bichon-maltais-2598132,Bichon Maltais,"Dakar, Sénégal",230000.0
https://sn.coinafrique.com/annonce/chiens/chiot-bulldog-anglais-2593026,Chiot bulldog anglais,"Fann, Dakar, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-2591285,Chiot Pitbull,"Dakar, Sénégal",150000.0
https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-2589325,Chiot rottweiller,"Hann Bel-Air, Dakar, Sénégal",300000.0
https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-2584995,Chiots Berger Allemand,"Bargny, Sénégal",180000.0
https://sn.coinafrique.com/annonce/chiens/chiot-3424026,Chiot,"Yoff, Dakar, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/chiots-3423235,Chiots,"Yoff, Dakar, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/chien-bichon-maltais-male-3412462,Chien bichon maltais mâle,"Almadies, Dakar, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/chiot-bichon-3410404,Chiot bichon,"Mermoz-Sacré Coeur, Dakar, Sénégal",170000.0
https://sn.coinafrique.com/annonce/chiens/chiot-cairn-terrier-3403879,Chiot Cairn Terrier,"Mamelles, Dakar, Sénégal",75000.0
https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-3401220,Chiots bergers allemands,"Keur Massar, Sénégal",175000.0
https://sn.coinafrique.com/annonce/chiens/chiot-cockers-3392834,Chiot Cockers,"Guediawaye, Dakar, Sénégal",300000.0
https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-pur-sang-3386631,Chiot berger allemand pur-sang,"Dakar, Sénégal",150000.0
https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3384914,Chiot labrador,"Point E, Dakar, Sénégal",115000.0
https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3378709,Chiots berger allemand,"Parcelle Assainies, Dakar, Sénégal",175.0
https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3378644,Chiots berger allemand,"Parcelle Assainies, Dakar, Sénégal",175.0
https://sn.coinafrique.com/annonce/chiens/femelle-berger-3376533,Femelle berger,"Dakar, Sénégal",220.0
https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3368938,Chiot berger allemand,"Keur Massar, Sénégal",150000.0
https://sn.coinafrique.com/annonce/chiens/pitbull-pur-sang-3368452,Pitbull pur-sang,"Dakar, Sénégal",150000.0
